@relation taptap_reviews

@attribute text string
@attribute class {pos,neg}

@data
'非常 好看 一个 游戏 好玩',pos
'觉得 新手 福利 多一点 新手 有点 友好',neg
'鹿童 男人 中 男人 鹿童 最帅 超级 无敌 帅 简直 男人 中 男人 雄性 中 雄性 男人 中 战斗机 神 男人 最帅 简直 偶像 帅上 千倍 万倍 鹿童 你好 帅 太帅 太帅 想要 福尔摩斯 联动 金皮',pos
'版本 满意 继续 保持',pos
'网易 美工 需要 夸 卡牌 好看 一直 玩',pos
'暖 系列 环暖 全玩 一代 自动 升级 喜欢 奇暖 剧情 闪 暖 陪伴 感 暖 开服 玩家 当时 大概 玩 一下 感觉 无聊 停 久 一直 没删 后期 时间 回坑 玩 之前 玩过 世界 一梦 江湖 玩 时间 楚留香 觉得 暖 不够 自由 不够 开放 某种意义 有点 难度 小游戏 根本 懒得 玩 还好 不玩 影响 有时候 跳得 火冒三丈 拍照 游戏 重要 玩法 亮点 觉得 剧情 重要 这是 游戏 内核 每次 活动 剧情 感觉 大同小异 发现 问题 解决问题 跑来跑去 无聊 不行 有时候 感觉 幼稚 说 很萌 很暖心 大多数 剧情 无聊 活动 套装 喜欢 更是 漫长 长草期 追踪 做 想 揍 两次 想 删掉 留 保佑 希望 期待 未来 更 国家 出现 会 更 不同 国家 文化 交融 剧情 叠纸 不想 骂 暖 暖和 喵 永远 好好 无论如何 会 记得 异 世界 并肩作战 朋友 钻石 头套 说 丑 买 感觉 无法 拒绝 粉色 钻石 追着 跑 暖 暖 戴 喵 穿 感觉 暖 暖和 喵 何尝 一种 cosplay',pos
'布豪丸 抽卡 体验 差评 蓝色 恶魔 青 辉石',pos
'可玩性 真的 没什么 高 特别 战斗 容易 人红温 玩 乙游 想 找 一个 甜甜蜜蜜 心灵 慰藉 画面 3d 音乐 还行 剧情 真的 很烂 文案 组别 写乙游 剧情 换 一个 文案 组吧 运营 服务 更是 做 服从性 测试 有时候 谷子 瑕疵 特别 保底 机制 恶心',pos
'前面 以前 评论 直接 下面 操作 方面 电脑 感觉 勉强 手机 体验 瞄 个人感觉 画质 方面 建模 精致 渲染 优化 一言难尽 电脑 渲染 精度 调到 200 拉 手机 只能 说 玩吧 角色 基本 全是 扁平 人物 人设 方面 较差 四星 五星 后缀 角色 数值 衣服 之外 毫无区别 背景 完善 说 抽卡 抽 皮肤 这点 战双 崩三差 太远 审美 设计 难以 理解 原皮 特别 钟爱 皮革 衣物 一股 世纪 感觉 未来 风格 游戏 背景 冲突 明显 离谱 售卖 皮肤 风格 现代 未来 露 目的 不用 说 完全 不会 运营 二游 2024 11 画风 改多 至少 没 难受 运营 只能 说 中下 2025 26 圈钱 流程 太 恶心 出个 角色 弄个 皮肤 角色 扔 一边 搞 新 角色 人物 塑造 版本 以前 角色 完全 摆 展柜 恶心 程度 堪比米游 没米游 质量 文案 美工 剧情 只能 算 中游 2025 30 详细 说 推荐 原因 低分 水军 洗 可玩性 手机 操作 难 电脑 射击 手感 一直 没什么 变化 系统 繁杂 角色 武器 后勤 词条 很烦 相比 游戏 算多 定位 最初 打着 二次元 枪战 游戏 旗号 早期 几个 关卡 兼顾 近 中远 三个 距离 正好 对应 三种 角色 现在 交战 距离 不断 拉近 冷兵器 越来越 从弩到 弓 之后 是不是 剑 画风 变 boss 电脑 玩 空中 boss 总给 一种 战地 一打 飞艇 东方 躲 弹幕 感觉 地面 boss 魂类 游戏 算 接受 二 文案 设定 文案 剧情 表现力 较差 之前 文案 几个 雷 知道 有没有 改 新 剧情 感觉 人物 割裂 感 严重 用旧 角色 模型 名字 做 新 角色 二者 间 处理 个人 适应 三 运营 角色 版本 数值 膨胀 事实 游戏 开服 没 几年 膨胀 不算 可玩性 第二条 里面 获得 难 保底 架不住 抽 太 过去 游戏 早期 运营 一直 不肯 妥协 想 赚 玩家 钱 不肯 放下 身段 评 三星 后来 运营 明白 服务 对象 提高 福利 听些 意见 改成 五星 现在 数值 膨胀 原本 问题 文案 一点 没 解决 评两星 想想 之前 充 几百 幸亏 买 皮肤 抽 角色 血亏',neg
'移动 端 优化 一坨 手感 坨 期望 新 玩法 先 优化 搞好 一点',neg
'哪有 小孩 一直 哭 我会 一直 破防 情缘 滴 不到 石头 保底 白发 保底 怒 一下 每天 看着 小芽 一天 掉 白发 天单 出 祥瑞 35 天掉 羽毛 540 天是 不够 努力 请问 交互 丰富 度 难评',pos
'说实话 款 游戏 刚开 服玩 感觉 现在 反反复复 回来 觉得 陌生 纯给 里面 老 玩家 刷人 头数 玩 一头雾水 看不到 没有 感觉 个人 推荐 刚玩 款 游戏 一直 玩 下去 别停 会 感觉 游戏 体验 很差',neg
'骂 骂',pos
'兜兜 转转 回来 零',pos
'ber 请问 号 上学 想 考完试 玩 回来 更新 樱之华 就关 一个 解释 钱 充 时间 花 好不容易 养到 快 六十 级 一个 解释 绑 手机号 讯息 确实 没收 身边 好几个 老 玩家 号 刷 主要 学生 党 假期 回归 真的 很无语 心酸 麻烦 说 一下',neg
'少 一分 丛林 三 厨神 干',pos
'真的 无语 一直 显示 正在 准备 安装 几个 意思 以前 从来 没有 这种 情况',pos
'人机 感 十足 评价 曲库 先是 动漫 入坑 游戏 早就 听说 游戏 曲子 动漫 里 真的 很棒 画面 音乐 十 抽抽 五星 人物 立绘 好看',pos
'开服 玩 前期 资源 比较 足 没有 显示 出 现在 不充 月 卡 晶片 挺难 攒 次次 吃 保底 真的 有点 心寒 寒心 吃 保底',neg
'游戏 秉持着 健康 阳光 积极向上 理念 剧情 甜 完全 没有 一点 刀子 尤其 往事 乐土 会 遇到 一个 非常 可爱 妹子 没错 格蕾修 会 遇到 一个 非常 非常 完美 一个 没错 千劫 有人 问 爱莉 太 完美 知道 写 不管怎么 说 快来 玩 崩坏 三 少年',pos
'新 主线 修改 星 赏 用心 玩家 一眼 鸣潮 本文 鸣潮 深度 感受 游戏 体验 过后 依然 回味无穷 激动 心情 难以言表 深夜 挥毫 记录 一段 难忘 旅程 最初 体验 鸣潮 动机 仅仅 寻找 一部 3A 级代餐 缓解 游戏 荒 版本 褒贬不一 主线 剧情 精彩绝伦 地图设计 混乱 指引 模糊 堆怪 严重 小游戏 略显 单调 问题 始终 存在 首次 踏入 黎娜汐 塔 愚人 剧团 海上 聆听 浪歌 电梯 登上 拉古 纳大 教堂 俯瞰 全城 伴随 a fairy tale 旋律 走出 山洞 整个 世界 豁然开朗 久经 单机游戏 洗礼 震撼 开篇 深深 打动 有位 b 友曾 说 看到 黎娜汐 塔 开端 一幕 时 社区 里 唇枪舌战 已经 重要 心里 有分寸 内心 真实写照 三天 深入 体验 几乎 鸣潮 近乎 完美 高分 合理 传送点 流畅 飞行 技能 丰富 有趣 小游戏 无一 彰显 制作 团队 用心 巧思 动作 定乾坤 鸣潮 成功 归功于 出色 动作 系统 游戏 摒弃 传统 防御机制 鼓励 主动进攻 构建 出以 完美 回避 逆势 回击 核心 战斗 逻辑 完美 回避 成功 闪避 能够 立刻 发动 反击 迅速 协奏 技能 蓄能 大幅 削弱 敌人 攻势 体力 条 限制 宽松 闪避 操作 增添 策略 深度 逆势 回击 逆转 局势 瞬间 震撼 打击 音效 配合 手柄 即时 反馈 仿佛 体验 仁王 中 鼓励 进攻 激昂 狼 中 BOSS 拼刀 时 酣畅淋漓 这套 系统 易 手 高爽 感 之间 找到 完美 平衡 初入 游戏 时 单 角色 畅玩 两 整天 体会 份 完美 闪避 打铁 带来 成就感 美术 见 巧思 鸣潮 一大 亮点 游戏 卓越 美术设计 制作组 黎娜汐 塔 构建 采用 局部 光影 宏大 建筑 景观 相结合 手法 营造 出 震撼 亲近 视觉效果 相较 马岛 之魂 依赖 色块 强烈 光影 营造 宏大 场景 鸣潮 局部 光影 巧妙 运用 远观 建筑群 充满 震撼力 不失 细腻 观感 无论是 金库 金灿灿 天空 金色 鲸鱼 巨大 迷宫 黄金树 黄金 河流 薄雾 中 港口 湖中 之剑 玩家 呈现 一场 视觉 盛宴 带给 震撼 丝毫 不亚于 同样 造景 闻名 塔 洛斯 法则 闲趣 显真章 小游戏 设计 鸣潮 突破 传统 二次元 游戏 依赖 资源 奖励 单一 模式 制作组 刻意 减少 小游戏 数量 转而 强化 设计 趣味性 核心 驱动力 资源 获取 转向 满足 玩家 好奇心 纯粹 游戏 快乐 修复 溢 彩画 一方 小天地 重焕 生机 化身 布偶 完成 任务 体验 梦回 传说 之下 刀伶之舞 触碰 混乱 花 遨游 迷幻 幻境 世界 体验 优雅 刺激 刀伶之舞 没有 撞 平台 幻境 中 寒冰龟 打过 保龄球 罗蕾莱 共舞 三重 冠塔后 奖励 不再 重要 段 美妙 体验 最好 奖赏 探索 减负 鸣潮 深谙 探索 机制 精髓 有效 平衡 游戏性 观赏性 肝度 整体 体验 堪比 开发 世界 最佳 罐头 马岛 之魂 鸣潮 引入 寻宝 区 副本 挑战 寻宝 区 方便 玩家 收集 奇藏 副本 挑战 丰富 玩家 清剿 怪物 营地 体验 解决 地图 中 怪物 宝箱 混乱 问题 收集 清剿 体验 更为 纯粹 增加 地图 美感 玩家 更好 驻足 欣赏 美景 启用 飞行 系统 大大 减轻 跑 图 负担 玩家 繁琐 跑 图 中 解放出来 不再 疲于奔命 更好 品味 旅途 中 风物 冲入 云霄 空中 一览 建筑 大观 震撼 发现 地面 不易 发现 美景 快速 飞往 目的地 大幅 减少 意义 跑 路 时光 最后 全 收集 怕 繁杂 模糊 马岛 之魂 为例 收集 要素 很多 近 一百 面 战旗 七八十个 帽子 头 带 荣誉 之柱 每一处 收集 物 可用 指引 之风 明确 指向 到达 附近 还会 黄鸟 带路 提示 这种 明确 指引 路途 中 不时 绝妙 风景 收集 之旅 枯燥 令人 向往 鸣潮 收集 设计 声匣 收集 品均 地图 明确 标记 声匣 没有 标记 附近 直接 钩 锁 收集 收集 物中 不少 各具特色 小游戏 黎娜汐 塔 全 收集 过程 高效 充满 乐趣 细节 定 成败 四点 黎娜汐 塔 奠定 一个 完美 框架 而库 洛对 细节 近乎 变态 控使 黎娜汐 塔 大陆 真正 活 起来 敌人 不再 简单 NPC 有着 更 丰富 行为 逻辑 不同 颜色 骑士 间会 互相 决斗 会 清剿 附近 布偶 刀伶会 带领 一群 布偶 唱歌 第一次 碰见 时 有点 舍得 出手 浮游 灵在 抓住 玩家 会 进行 嘲讽 逆势 回击 浮游 灵 手套 还会 本体 一巴掌 玩家 行为 永久 改变 环境 马岛 之魂 中 解放 村庄 清剿 据点 村民 重建家园 声匣 亦可 修复 布偶 村 做 完 三重 冠塔 任务 天空 不再 诡异 这种 设计 赋予 玩家 强烈 成就感 收集 声匣 这种 重复 度 高 内容 成就感 驱使 变得 趣味盎然 结语 鸣潮 无疑 目前 体验 完美 开放 世界 二游 宛如 库洛 献给 玩家 一封 情书 记忆 深刻 起初 我本 打算 氪 体验 毕竟 已经 单枪匹马 一身 破铜烂铁 杀到 踏入 黎娜汐 塔 那刻 震撼 美景 瞬间 毫不犹豫 打开 钱包 爆率 方面 库洛 颇具 创意 新手 玩家 体验 160 抽大 保底 之后 170 抽出 汐宝 一链 30 抽出 专武 新手 池出 维里奈 依然 改变 不了 一新 玩家 上来 吃 保底 事实 傲娇 脸 汐宝 新 皮肤 美轮美奂 技能 特效 独具匠心 令 极少 觉得 一款 皮肤 值 268 分 欣赏 壮丽 建筑 大观 真心 期待 库洛能 借鉴 马岛 之魂 自由 相机 增加 时停 功能 拍摄 体验 更上一层楼 顺便 加个 家园 系统 更好 最近 刷 论坛 发现 有人 吐槽 BOSS 快慢 刀 其实 感觉 鸣潮 怪 算不上 快慢 刀 只能 说 不同 boss 闪避 拼刀 时机 不太 对照 二游 一定 学习 成本 靠练度 碾压 难度 方面 个人 认为 马岛 中等 难度 持平 鸣潮 精湛 动作 系统 独到 美术 风格 充满 趣味 小游戏 设计 轻松 流畅 探索 机制 无微不至 细节 打磨 成功 构筑 一个 令人 沉醉 开放 世界 期待 未来 鸣潮 带给 更 令人 惊喜 时刻',pos
'一次 选择 放弃 重复 17711 次 七年 一个 约定 一次 一次 重复 时间 跳跃 最后 熟悉 地点 没有 曾经 记忆 相遇 会 永远 记得',pos
'进都 进不去 浪费 流量',neg
'放 十年 前 可能 新颖 有意思 轻 小说 现在 只能 说 耐心 一遍 老套 剧情 全 是因为 扑家 情怀 游戏 没 难度 当成 看轻 小说 走 流程 就行了 像素 风 喜欢 喜欢 扑家',pos
'半夜 看着 锐评 火影 节奏 视频 憋不住 想来 看看 tap 评价 发现 21 年 吐 槽 服务器 问题 当时 说 游戏 特色 敷衍 过去 还给 四星 真当 游戏 特色 说 小作坊 真当 小作坊 几十亿 流水 格斗游戏 服务器 关键问题 现在 没 解决 官方 更是 没 火影 玩家 当人 情报 会 避重就轻 疯狂 带货 点 出 忍者 小店 这种 战力 玩家 必冲 活动 等不及 钱 送给 海贼 跌 充血 说白了 没有 火影 热爱 游戏 玩家 小作坊 早就 没 搞不清 问题所在',neg
'非常 非常 瑕疵 夏 左莫陆 真的 好萌 好萌',pos
'膨胀 速度 非常 快 命座 武器 值得 抽 有钱',pos
'硬 臻 藏 背 刺 玩家 破 活动 带 bug 上来 祝 流水 创新 低',neg
'不想 说 回归 一趟 直接 歪 一星 送',neg
'个人感觉 不错',pos
'告诉 陀螺仪 反 玩 告诉 玩',neg
'没 评价 游戏 真的 挺 推荐 玩 哭 没',pos
'玩家 素质 不行 只会 骂人',neg
'魔方 工作室 真是 无敌 说 这忍 法帖 四个 月 每周 打满 中间 一天 忍者 体验 卡 运气 223 价格比 隔壁 贵 一点 四个 月 玩 不到 全 忍者 训练场 开 知错 不改 第七次 忍界 大战 没有 结束 魔方 依然 态度 忍界 大战 会 一直 持续',neg
'垃圾 游戏 外挂 皮肤 一直 出 真不知道 优化',neg
'喜欢 低配 凹关 快感 每年 春节 会玩舟',pos
'挂 满天飞 老子 局 剩 最后 三个 直接 穿 死 游戏 不行 就别 做 一点 游戏 体验 感都 没有 十把 九 挂 真不知道 达达 干些 bug 不修 一天到晚 知道 出 皮肤 玩 游戏 三年 充 八千多 游戏 热爱 游戏 彻底 失望 游戏 真的 变',neg
'露西亚 指挥官 结婚 指挥官 穿 工作 时 衣服',pos
'队伍 比较 烂 卡 不怎么 齐 推车 没人要 那种 前面 一点 安利 提醒 玩二游 游戏 送 抽 特别 勤 每日 固定 三 抽 动不动 每日 十连 明白 庆典 送 抽 五星 出 华为 不能 玩音 游早 耳闻 荣耀 不行 苹果 坏 之后 换 现在 荣耀 掉 帧 臀 还好 点 邦 真的 无敌 曲库 选歌 素质 不错 群友 普遍 更 喜欢 D4DJ 选曲 烤 更是 有钱能使鬼推磨 前有 深爱 有无 呼吸 义务 质量 高 请 p 主 歌手 写 原创 非常 常见 萝 闪光 ag 灿灿 popy rose 几首 传说 怪 电话 请 r906 写 没上 吐 槽 品味 毕竟 传说 改编 翻版 尤其 蝶 小提琴 比较 特色 觉得 remix 这活 隔壁 D5J 干 更 特色 玩邦 多利 翻唱 我萝爹 歌 不好 听 这种 症状 建议 10 遍約束 10 遍 FIRE BIRD 10 遍礎 花冠 10 遍 VIOLET LINE 10 遍 Floral Haven 10 遍 蔷薇 辉石 10 遍 轨迹 10 遍 THE HISTORIC 缓解 一下 谱面 设计 很大 份 还行 挺 爽 音游 苦手 聊 红谱 还行 fc 粉谱 27 没得 创意 隔壁 D5J 觉得 好事 sp 不会 D5J 只能 开不搓 碟 模式 运营 服务 国服 运营 绝对 没得说 非常 心 毕竟 ylg 推萝 知道 go 之前 咋样 不好 说 游戏 之外 邦 多利 实际 二偶 企划 二游 不怎么 赚钱 一小部分 趟 演出 爆 米 玩 一年 游戏 很多 体验 游戏 必要 体验 点 游戏 之外 偶像 痴 环节 最后 点 个人 感言 邦 多利 上供 几千 算上 交通 住宿 恐怕 上万 这点 米 肯定 不了 264 前排 冲个 273 估计 22 年 刚 接触 ip 23 年 18 岁 生日 入坑 游戏 今年 八月 跑 上海 今年 十二月 跑 武藏野 真的 经历 很多很多 宿舍 里 堆积 周边 越刷 越 女 声优 视频 live 外场 地下 硅胶 结交到 好友 天天 同担 全杀 挂 嘴边 生活 无疑 充满 现在 坐在 写 篇文章 无聊 快乐 最后 祝邦 多利 越办 越 i83 嗓子 多多 保养 团 永不 毕业 组 一辈子 乐队',pos
'刚买 福 以后 千万别 买 矿三 枪手 狂二 知道 很强 lol 瓦 劫 太 超模 买 完 皮肤 削 b 单机 知道 牛 逼 活 活过',neg
'困难 模式 非要 看一遍 剧情 非要 跑 远 非得 重新 体验 剧情 只能 试用 垃圾 角色 不让 12 分钟 雨果 boss 变态 tm 策划 玩过 tm 无语',neg
'一款 强调 团队 协作 战术 配合 射击 游戏 匹配 环节 本应 保障 游戏 公平性 关键 每次 进入 战场 常常 安排 实力 悬殊 队伍 中 高手 难以 并肩作战 被迫 新手 队友 共进退 尤其 技术 流 玩家 高端 局中 游刃有余 匹配 系统 随机性 频繁 分散 不同 队伍 影响 正常 游戏 体验 更 令人 不满 匹配 时间 可控性 短短 几分钟 完成 一局 匹配 似乎 卡壳 长时间 停留 加载 状态 消耗 玩家 耐心 热情 这种 稳定 匹配 效率 无疑 玩家 时间 尊重 深知 游戏 开发 不易 核心 机制 匹配 系统 直接 关系 玩家 满意度 留存 率 三角洲 行动 若能 优化 匹配 算法 确保 玩家 更 公平 组队 大幅 缩短 匹配 时间 相信 定 赢得 更 玩家 青睐 目前 这一 机制 不足 确实 给予 差评 主要 原因 希望 未来 有所改进 游戏 体验 更加 流畅 愉悦',neg
'原本 是因为 fsn 玩 直奔 阿尔托 莉雅 现在 玩 之后 吸引 逐渐 新欢 fgo 真的 泰酷 辣 福袋 没 中过 想要',pos
'划算 国乙 性价比 高 兜兜 转转 光夜 吸引 月 卡 算 进累充 恋爱 感 强 资源 获取 容易 每个 章节 通关 北极星 小熊 获取 渠道',pos
